METRO_ID,Metropolitan areas,Year,GREEN_AREA_PC
DE034,Bonn,2003,117.1
DE034,Bonn,2004,116.94
DE034,Bonn,2005,116.78
DE034,Bonn,2006,116.62
DE034,Bonn,2007,116.45
DE034,Bonn,2008,116.29
DE034,Bonn,2009,116.13
DE034,Bonn,2010,115.96
DE034,Bonn,2011,115.79
DE034,Bonn,2012,115.63
DE034,Bonn,2013,115.46
DE034,Bonn,2014,115.29
DE035,Karlsruhe,2000,229.24
DE035,Karlsruhe,2001,228.61
DE035,Karlsruhe,2002,227.97
DE035,Karlsruhe,2003,227.33
DE035,Karlsruhe,2004,226.68
DE035,Karlsruhe,2005,226.04
DE035,Karlsruhe,2006,225.4
DE035,Karlsruhe,2007,224.75
DE035,Karlsruhe,2008,224.1
DE035,Karlsruhe,2009,223.45
DE035,Karlsruhe,2010,222.8
DE035,Karlsruhe,2011,222.15
DE035,Karlsruhe,2012,221.5
DE035,Karlsruhe,2013,220.84
DE035,Karlsruhe,2014,220.19
DE040,Saarbrücken,2000,297.24
DE040,Saarbrücken,2001,299.64
DE040,Saarbrücken,2002,302.06
DE040,Saarbrücken,2003,304.5
DE040,Saarbrücken,2004,306.94
DE040,Saarbrücken,2005,309.41
DE040,Saarbrücken,2006,311.89
DE040,Saarbrücken,2007,314.38
DE040,Saarbrücken,2008,316.89
DE040,Saarbrücken,2009,319.41
DE040,Saarbrücken,2010,321.95
DE040,Saarbrücken,2011,324.5
DE040,Saarbrücken,2012,327.07
DE040,Saarbrücken,2013,329.66
DE040,Saarbrücken,2014,332.25
DE501,Duisburg,2000,118.76
DE501,Duisburg,2001,119.4
DE501,Duisburg,2002,120.04
DE501,Duisburg,2003,120.68
DE501,Duisburg,2004,121.33
DE501,Duisburg,2005,121.97
DE501,Duisburg,2006,122.63
DE501,Duisburg,2007,123.28
DE501,Duisburg,2008,123.94
DE501,Duisburg,2009,124.6
DE501,Duisburg,2010,125.27
DE501,Duisburg,2011,125.94
DE501,Duisburg,2012,126.61
DE501,Duisburg,2013,127.28
DE501,Duisburg,2014,127.96
DE502,Mannheim,2000,81.5
DE502,Mannheim,2001,81.69
DE502,Mannheim,2002,81.88
DE502,Mannheim,2003,82.07
DE502,Mannheim,2004,82.26
DE502,Mannheim,2005,82.45
DE502,Mannheim,2006,82.64
DE502,Mannheim,2007,82.82
DE502,Mannheim,2008,83.01
DE502,Mannheim,2009,83.19
DE502,Mannheim,2010,83.38
DE502,Mannheim,2011,83.56
DE502,Mannheim,2012,83.74
DE502,Mannheim,2013,83.92
DE502,Mannheim,2014,84.1
DE504,Münster,2000,976.61
DE504,Münster,2001,970.53
DE504,Münster,2002,964.45
DE504,Münster,2003,958.38
DE504,Münster,2004,952.32
DE504,Münster,2005,946.27
DE504,Münster,2006,940.24
DE504,Münster,2007,934.21
DE504,Münster,2008,928.19
DE504,Münster,2009,922.19
DE504,Münster,2010,916.2
DE504,Münster,2011,910.23
DE504,Münster,2012,904.26
DE504,Münster,2013,898.31
DE504,Münster,2014,892.37
DE507,Aachen,2000,242.74
DE507,Aachen,2001,243.26
DE507,Aachen,2002,243.77
DE507,Aachen,2003,244.27
DE507,Aachen,2004,244.76
DE507,Aachen,2005,245.24
DE507,Aachen,2006,245.7
DE507,Aachen,2007,246.16
DE507,Aachen,2008,246.6
DE507,Aachen,2009,247.03
DE507,Aachen,2010,247.45
DE507,Aachen,2011,247.86
DE507,Aachen,2012,248.25
DE507,Aachen,2013,248.63
DE507,Aachen,2014,249.0
DEU,Germany,2000,
DEU,Germany,2001,
DEU,Germany,2002,
DEU,Germany,2003,
DEU,Germany,2004,
DEU,Germany,2005,
DEU,Germany,2006,
DEU,Germany,2007,
DEU,Germany,2008,
DEU,Germany,2009,
DEU,Germany,2010,
DEU,Germany,2011,
DEU,Germany,2012,
DEU,Germany,2013,
DEU,Germany,2014,
DK001,Copenhagen,2000,399.4
DK001,Copenhagen,2001,397.76
DK001,Copenhagen,2002,396.11
DK001,Copenhagen,2003,394.46
DK001,Copenhagen,2004,392.81
DK001,Copenhagen,2005,391.16
DK001,Copenhagen,2006,389.5
DK001,Copenhagen,2007,387.84
DK001,Copenhagen,2008,386.18
DK001,Copenhagen,2009,384.52
DK001,Copenhagen,2010,382.85
DK001,Copenhagen,2011,381.18
DK001,Copenhagen,2012,379.52
DK001,Copenhagen,2013,377.85
DK001,Copenhagen,2014,376.18
DNK,Denmark,2000,
DNK,Denmark,2001,
DNK,Denmark,2002,
DNK,Denmark,2003,
DNK,Denmark,2004,
DNK,Denmark,2005,
DNK,Denmark,2006,
DNK,Denmark,2007,
DNK,Denmark,2008,
DNK,Denmark,2009,
DNK,Denmark,2010,
DNK,Denmark,2011,
DNK,Denmark,2012,
DNK,Denmark,2013,
DNK,Denmark,2014,
EE001,Tallinn,2000,1466.52
EE001,Tallinn,2001,1466.75
EE001,Tallinn,2002,1466.96
EE001,Tallinn,2003,1467.17
EE001,Tallinn,2004,1467.38
EE001,Tallinn,2005,1467.58
EE001,Tallinn,2006,1467.77
EE001,Tallinn,2007,1467.97
EE001,Tallinn,2008,1468.15
EE001,Tallinn,2009,1468.33
EE001,Tallinn,2010,1468.51
EE001,Tallinn,2011,1468.68
EE001,Tallinn,2012,1468.84
EE001,Tallinn,2013,1469.0
EE001,Tallinn,2014,1469.15
ES001,Madrid,2000,31.5
ES001,Madrid,2001,31.0
ES001,Madrid,2002,30.49
ES001,Madrid,2003,29.98
ES001,Madrid,2004,29.47
ES001,Madrid,2005,28.95
ES001,Madrid,2006,28.44
ES001,Madrid,2007,27.92
ES001,Madrid,2008,27.4
ES001,Madrid,2009,26.88
ES001,Madrid,2010,26.36
ES001,Madrid,2011,25.83
ES001,Madrid,2012,25.3
ES001,Madrid,2013,24.76
ES001,Madrid,2014,24.23
ES002,Barcelona,2000,2.67
ES002,Barcelona,2001,2.64
ES002,Barcelona,2002,2.61
ES002,Barcelona,2003,2.58
ES002,Barcelona,2004,2.56
ES002,Barcelona,2005,2.53
ES002,Barcelona,2006,2.5
ES002,Barcelona,2007,2.48
ES002,Barcelona,2008,2.45
ES002,Barcelona,2009,2.42
ES002,Barcelona,2010,2.39
ES002,Barcelona,2011,2.37
ES002,Barcelona,2012,2.34
ES002,Barcelona,2013,2.31
ES002,Barcelona,2014,2.29
ES003,Valencia,2000,17.46
ES003,Valencia,2001,17.23
ES003,Valencia,2002,16.99
ES003,Valencia,2003,16.76
ES003,Valencia,2004,16.53
ES003,Valencia,2005,16.3
ES003,Valencia,2006,16.07
ES003,Valencia,2007,15.85
ES003,Valencia,2008,15.62
ES003,Valencia,2009,15.4
ES003,Valencia,2010,15.17
ES003,Valencia,2011,14.95
ES003,Valencia,2012,14.73
ES003,Valencia,2013,14.5
ES003,Valencia,2014,14.28
ES004,Seville,2000,15.68
ES004,Seville,2001,15.5
ES004,Seville,2002,15.33
ES004,Seville,2003,15.15
ES004,Seville,2004,14.98
ES004,Seville,2005,14.8
ES004,Seville,2006,14.62
ES004,Seville,2007,14.44
ES004,Seville,2008,14.26
ES004,Seville,2009,14.08
ES004,Seville,2010,13.9
ES004,Seville,2011,13.71
ES004,Seville,2012,13.53
ES004,Seville,2013,13.35
ES004,Seville,2014,13.16
ES005,Zaragoza,2000,64.15
ES005,Zaragoza,2001,63.4
ES005,Zaragoza,2002,62.66
ES005,Zaragoza,2003,61.91
ES005,Zaragoza,2004,61.15
ES005,Zaragoza,2005,60.38
ES005,Zaragoza,2006,59.61
ES005,Zaragoza,2007,58.83
ES005,Zaragoza,2008,58.03
ES005,Zaragoza,2009,57.22
ES005,Zaragoza,2010,56.4
ES005,Zaragoza,2011,55.57
ES005,Zaragoza,2012,54.71
ES005,Zaragoza,2013,53.84
ES005,Zaragoza,2014,52.95
ES006,Málaga,2000,32.71
ES006,Málaga,2001,32.22
ES006,Málaga,2002,31.74
ES006,Málaga,2003,31.25
ES006,Málaga,2004,30.76
ES006,Málaga,2005,30.27
ES006,Málaga,2006,29.77
ES006,Málaga,2007,29.28
ES006,Málaga,2008,28.79
ES006,Málaga,2009,28.29
ES006,Málaga,2010,27.8
ES006,Málaga,2011,27.3
ES006,Málaga,2012,26.8
ES006,Málaga,2013,26.31
ES006,Málaga,2014,25.81
ES008,Las Palmas,2000,91.15
ES008,Las Palmas,2001,90.35
ES008,Las Palmas,2002,89.56
ES008,Las Palmas,2003,88.77
ES008,Las Palmas,2004,87.98
ES008,Las Palmas,2005,87.2
ES008,Las Palmas,2006,86.43
ES008,Las Palmas,2007,85.66
ES008,Las Palmas,2008,84.9
ES008,Las Palmas,2009,84.14
ES008,Las Palmas,2010,83.39
ES008,Las Palmas,2011,82.65
ES008,Las Palmas,2012,81.91
ES008,Las Palmas,2013,81.17
ES008,Las Palmas,2014,80.44
ES019,Bilbao,2000,218.08
ES019,Bilbao,2001,217.46
ES019,Bilbao,2002,216.81
ES019,Bilbao,2003,216.14
ES019,Bilbao,2004,215.46
ES019,Bilbao,2005,214.75
ES019,Bilbao,2006,214.03
ES019,Bilbao,2007,213.29
ES019,Bilbao,2008,212.52
ES019,Bilbao,2009,211.74
ES019,Bilbao,2010,210.93
ES019,Bilbao,2011,210.11
ES019,Bilbao,2012,209.26
ES019,Bilbao,2013,208.39
ES019,Bilbao,2014,207.5
ESP,Spain,2000,
ESP,Spain,2001,
ESP,Spain,2002,
ESP,Spain,2003,
ESP,Spain,2004,
ESP,Spain,2005,
ESP,Spain,2006,
ESP,Spain,2007,
ESP,Spain,2008,
ESP,Spain,2009,
ESP,Spain,2010,
ESP,Spain,2011,
ESP,Spain,2012,
ESP,Spain,2013,
ESP,Spain,2014,
EST,Estonia,2000,
EST,Estonia,2001,
EST,Estonia,2002,
EST,Estonia,2003,
EST,Estonia,2004,
EST,Estonia,2005,
EST,Estonia,2006,
EST,Estonia,2007,
EST,Estonia,2008,
EST,Estonia,2009,
EST,Estonia,2010,
EST,Estonia,2011,
EST,Estonia,2012,
EST,Estonia,2013,
EST,Estonia,2014,
FI001,Helsinki,2000,85.45
FI001,Helsinki,2001,84.86
FI001,Helsinki,2002,84.27
FI001,Helsinki,2003,83.68
FI001,Helsinki,2004,83.09
FI001,Helsinki,2005,82.51
FI001,Helsinki,2006,81.93
FI001,Helsinki,2007,81.35
FI001,Helsinki,2008,80.77
FI001,Helsinki,2009,80.2
FI001,Helsinki,2010,79.63
FI001,Helsinki,2011,79.06
FI001,Helsinki,2012,78.5
FI001,Helsinki,2013,77.94
FI001,Helsinki,2014,77.38
FIN,Finland,2000,
FIN,Finland,2001,
FIN,Finland,2002,
FIN,Finland,2003,
FIN,Finland,2004,
FIN,Finland,2005,
FIN,Finland,2006,
FIN,Finland,2007,
FIN,Finland,2008,
FIN,Finland,2009,
FIN,Finland,2010,
FIN,Finland,2011,
FIN,Finland,2012,
FIN,Finland,2013,
FIN,Finland,2014,
FR001,Paris,2000,97.99
FR001,Paris,2001,97.35
FR001,Paris,2002,96.71
FR001,Paris,2003,96.07
FR001,Paris,2004,95.43
FR001,Paris,2005,94.78
FR001,Paris,2006,94.14
FR001,Paris,2007,93.49
FR001,Paris,2008,92.85
FR001,Paris,2009,92.2
FR001,Paris,2010,91.55
FR001,Paris,2011,90.9
FR001,Paris,2012,90.24
FR001,Paris,2013,89.59
FR001,Paris,2014,88.93
FR003,Lyon,2000,529.89
FR003,Lyon,2001,525.63
FR003,Lyon,2002,521.38
FR003,Lyon,2003,517.15
FR003,Lyon,2004,512.92
FR003,Lyon,2005,508.72
FR003,Lyon,2006,504.53
FR003,Lyon,2007,500.34
FR003,Lyon,2008,496.18
FR003,Lyon,2009,492.03
FR003,Lyon,2010,487.9
FR003,Lyon,2011,483.78
FR003,Lyon,2012,479.67
FR003,Lyon,2013,475.58
FR003,Lyon,2014,471.5
FR004,Toulouse,2000,212.58
FR004,Toulouse,2001,209.14
FR004,Toulouse,2002,205.73
FR004,Toulouse,2003,202.34
FR004,Toulouse,2004,198.97
FR004,Toulouse,2005,195.64
FR004,Toulouse,2006,192.32
FR004,Toulouse,2007,189.04
FR004,Toulouse,2008,185.78
FR004,Toulouse,2009,182.54
FR004,Toulouse,2010,179.34
FR004,Toulouse,2011,176.15
FR004,Toulouse,2012,172.99
FR004,Toulouse,2013,169.86
FR004,Toulouse,2014,166.76
FR006,Strasbourg,2000,381.86
FR006,Strasbourg,2001,379.81
FR006,Strasbourg,2002,377.77
FR006,Strasbourg,2003,375.72
FR006,Strasbourg,2004,373.67
FR006,Strasbourg,2005,371.62
FR006,Strasbourg,2006,369.56
FR006,Strasbourg,2007,367.49
FR006,Strasbourg,2008,365.43
FR006,Strasbourg,2009,363.36
FR006,Strasbourg,2010,361.29
FR006,Strasbourg,2011,359.22
FR006,Strasbourg,2012,357.14
FR006,Strasbourg,2013,355.06
FR006,Strasbourg,2014,352.98
FR007,Bordeaux,2000,1472.11
FR007,Bordeaux,2001,1456.61
FR007,Bordeaux,2002,1441.14
FR007,Bordeaux,2003,1425.74
FR007,Bordeaux,2004,1410.33
FR007,Bordeaux,2005,1394.98
FR007,Bordeaux,2006,1379.67
FR007,Bordeaux,2007,1364.38
FR007,Bordeaux,2008,1349.14
FR007,Bordeaux,2009,1333.93
FR007,Bordeaux,2010,1318.77
FR007,Bordeaux,2011,1303.65
FR007,Bordeaux,2012,1288.56
FR007,Bordeaux,2013,1273.52
FR007,Bordeaux,2014,1258.52
FR008,Nantes,2000,658.58
FR008,Nantes,2001,651.99
FR008,Nantes,2002,645.39
FR008,Nantes,2003,638.79
FR008,Nantes,2004,632.19
FR008,Nantes,2005,625.59
FR008,Nantes,2006,618.99
FR008,Nantes,2007,612.4
FR008,Nantes,2008,605.8
FR008,Nantes,2009,599.21
FR008,Nantes,2010,592.62
FR008,Nantes,2011,586.04
FR008,Nantes,2012,579.45
FR008,Nantes,2013,572.87
FR008,Nantes,2014,566.3
FR009,Lille,2000,42.05
FR009,Lille,2001,41.95
FR009,Lille,2002,41.85
FR009,Lille,2003,41.76
FR009,Lille,2004,41.66
FR009,Lille,2005,41.56
FR009,Lille,2006,41.46
FR009,Lille,2007,41.36
FR009,Lille,2008,41.26
FR009,Lille,2009,41.15
FR009,Lille,2010,41.05
FR009,Lille,2011,40.94
FR009,Lille,2012,40.84
FR009,Lille,2013,40.73
FR009,Lille,2014,40.62
FR010,Montpellier,2000,232.63
FR010,Montpellier,2001,229.52
FR010,Montpellier,2002,226.45
FR010,Montpellier,2003,223.4
FR010,Montpellier,2004,220.38
FR010,Montpellier,2005,217.4
FR010,Montpellier,2006,214.43
FR010,Montpellier,2007,211.5
FR010,Montpellier,2008,208.6
FR010,Montpellier,2009,205.72
FR010,Montpellier,2010,202.88
FR010,Montpellier,2011,200.06
FR010,Montpellier,2012,197.27
FR010,Montpellier,2013,194.5
FR010,Montpellier,2014,191.76
FR011,Saint-Étienne,2000,1133.51
FR011,Saint-Étienne,2001,1132.12
FR011,Saint-Étienne,2002,1130.64
FR011,Saint-Étienne,2003,1129.08
FR011,Saint-Étienne,2004,1127.4
FR011,Saint-Étienne,2005,1125.62
FR011,Saint-Étienne,2006,1123.75
FR011,Saint-Étienne,2007,1121.77
FR011,Saint-Étienne,2008,1119.68
FR011,Saint-Étienne,2009,1117.5
FR011,Saint-Étienne,2010,1115.21
FR011,Saint-Étienne,2011,1112.8
FR011,Saint-Étienne,2012,1110.31
FR011,Saint-Étienne,2013,1107.69
FR011,Saint-Étienne,2014,1104.98
FR013,Rennes,2000,580.73
FR013,Rennes,2001,573.13
FR013,Rennes,2002,565.57
FR013,Rennes,2003,557.99
FR013,Rennes,2004,550.43
FR013,Rennes,2005,542.89
FR013,Rennes,2006,535.35
FR013,Rennes,2007,527.83
FR013,Rennes,2008,520.34
FR013,Rennes,2009,512.86
FR013,Rennes,2010,505.4
FR013,Rennes,2011,497.96
FR013,Rennes,2012,490.53
FR013,Rennes,2013,483.14
FR013,Rennes,2014,475.77
FR026,Grenoble,2000,1159.16
FR026,Grenoble,2001,1153.89
FR026,Grenoble,2002,1148.59
FR026,Grenoble,2003,1143.24
FR026,Grenoble,2004,1137.84
FR026,Grenoble,2005,1132.41
FR026,Grenoble,2006,1126.93
FR026,Grenoble,2007,1121.39
FR026,Grenoble,2008,1115.82
FR026,Grenoble,2009,1110.21
FR026,Grenoble,2010,1104.56
FR026,Grenoble,2011,1098.87
FR026,Grenoble,2012,1093.13
FR026,Grenoble,2013,1087.34
FR026,Grenoble,2014,1081.53
FR032,Toulon,2000,14.53
FR032,Toulon,2001,14.45
FR032,Toulon,2002,14.37
FR032,Toulon,2003,14.29
FR032,Toulon,2004,14.21
FR032,Toulon,2005,14.13
FR032,Toulon,2006,14.05
FR032,Toulon,2007,13.96
FR032,Toulon,2008,13.88
FR032,Toulon,2009,13.8
FR032,Toulon,2010,13.72
FR032,Toulon,2011,13.63
FR032,Toulon,2012,13.55
FR032,Toulon,2013,13.47
FR032,Toulon,2014,13.38
FR203,Marseille,2000,51.49
FR203,Marseille,2001,51.13
FR203,Marseille,2002,50.78
FR203,Marseille,2003,50.43
FR203,Marseille,2004,50.08
FR203,Marseille,2005,49.73
FR203,Marseille,2006,49.38
FR203,Marseille,2007,49.03
FR203,Marseille,2008,48.68
FR203,Marseille,2009,48.33
FR203,Marseille,2010,47.99
FR203,Marseille,2011,47.64
FR203,Marseille,2012,47.29
FR203,Marseille,2013,46.95
FR203,Marseille,2014,46.6
FR205,Nice,2000,244.39
FR205,Nice,2001,243.11
FR205,Nice,2002,241.83
FR205,Nice,2003,240.54
FR205,Nice,2004,239.25
FR205,Nice,2005,237.95
FR205,Nice,2006,236.65
FR205,Nice,2007,235.33
FR205,Nice,2008,234.02
FR205,Nice,2009,232.7
FR205,Nice,2010,231.37
FR205,Nice,2011,230.04
FR205,Nice,2012,228.71
FR205,Nice,2013,227.37
FR205,Nice,2014,226.02
FR215,Rouen,2000,698.89
FR215,Rouen,2001,696.43
FR215,Rouen,2002,693.9
FR215,Rouen,2003,691.31
FR215,Rouen,2004,688.64
FR215,Rouen,2005,685.89
FR215,Rouen,2006,683.08
FR215,Rouen,2007,680.16
FR215,Rouen,2008,677.19
FR215,Rouen,2009,674.12
FR215,Rouen,2010,670.98
FR215,Rouen,2011,667.76
FR215,Rouen,2012,664.45
FR215,Rouen,2013,661.06
FR215,Rouen,2014,657.58
FRA,France,2000,
FRA,France,2001,
FRA,France,2002,
FRA,France,2003,
FRA,France,2004,
FRA,France,2005,
FRA,France,2006,
FRA,France,2007,
FRA,France,2008,
FRA,France,2009,
FRA,France,2010,
FRA,France,2011,
FRA,France,2012,
FRA,France,2013,
FRA,France,2014,
GBR,United Kingdom,2000,
GBR,United Kingdom,2001,
GBR,United Kingdom,2002,
GBR,United Kingdom,2003,
GBR,United Kingdom,2004,
GBR,United Kingdom,2005,
GBR,United Kingdom,2006,
GBR,United Kingdom,2007,
GBR,United Kingdom,2008,
GBR,United Kingdom,2009,
GBR,United Kingdom,2010,
GBR,United Kingdom,2011,
GBR,United Kingdom,2012,
GBR,United Kingdom,2013,
GBR,United Kingdom,2014,
GR001,Athens,2000,0.93
GR001,Athens,2001,0.94
GR001,Athens,2002,0.94
GR001,Athens,2003,0.94
GR001,Athens,2004,0.95
GR001,Athens,2005,0.95
GR001,Athens,2006,0.95
GR001,Athens,2007,0.96
GR001,Athens,2008,0.96
GR001,Athens,2009,0.96
GR001,Athens,2010,0.96
GR001,Athens,2011,0.97
GR001,Athens,2012,0.97
GR001,Athens,2013,0.97
GR001,Athens,2014,0.97
GR002,Thessalonica,2000,42.33
GR002,Thessalonica,2001,42.38
GR002,Thessalonica,2002,42.41
GR002,Thessalonica,2003,42.42
GR002,Thessalonica,2004,42.4
GR002,Thessalonica,2005,42.37
GR002,Thessalonica,2006,42.32
GR002,Thessalonica,2007,42.25
GR002,Thessalonica,2008,42.15
GR002,Thessalonica,2009,42.04
GR002,Thessalonica,2010,41.9
GR002,Thessalonica,2011,41.75
GR002,Thessalonica,2012,41.57
GR002,Thessalonica,2013,41.37
GR002,Thessalonica,2014,41.15
GRC,Greece,2000,
GRC,Greece,2001,
GRC,Greece,2002,
GRC,Greece,2003,
GRC,Greece,2004,
GRC,Greece,2005,
GRC,Greece,2006,
GRC,Greece,2007,
GRC,Greece,2008,
GRC,Greece,2009,
GRC,Greece,2010,
GRC,Greece,2011,
GRC,Greece,2012,
GRC,Greece,2013,
GRC,Greece,2014,
HU001,Budapest,2000,426.06
HU001,Budapest,2001,425.34
HU001,Budapest,2002,424.58
HU001,Budapest,2003,423.78
HU001,Budapest,2004,422.94
HU001,Budapest,2005,422.06
HU001,Budapest,2006,421.13
HU001,Budapest,2007,420.17
HU001,Budapest,2008,419.17
HU001,Budapest,2009,418.12
HU001,Budapest,2010,417.03
HU001,Budapest,2011,415.9
HU001,Budapest,2012,414.72
HU001,Budapest,2013,413.5
HU001,Budapest,2014,412.23
HUN,Hungary,2000,
HUN,Hungary,2001,
HUN,Hungary,2002,
HUN,Hungary,2003,
HUN,Hungary,2004,
HUN,Hungary,2005,
HUN,Hungary,2006,
HUN,Hungary,2007,
HUN,Hungary,2008,
HUN,Hungary,2009,
HUN,Hungary,2010,
HUN,Hungary,2011,
HUN,Hungary,2012,
HUN,Hungary,2013,
HUN,Hungary,2014,
IE001,Dublin,2000,26.14
IE001,Dublin,2001,25.76
IE001,Dublin,2002,25.37
IE001,Dublin,2003,24.96
IE001,Dublin,2004,24.54
IE001,Dublin,2005,24.11
IE001,Dublin,2006,23.66
IE001,Dublin,2007,23.2
IE001,Dublin,2008,22.72
IE001,Dublin,2009,22.23
IE001,Dublin,2010,21.72
IE001,Dublin,2011,21.2
IE001,Dublin,2012,20.66
IE001,Dublin,2013,20.1
IE001,Dublin,2014,19.52
IRL,Ireland,2000,
IRL,Ireland,2001,
IRL,Ireland,2002,
IRL,Ireland,2003,
IRL,Ireland,2004,
IRL,Ireland,2005,
IRL,Ireland,2006,
IRL,Ireland,2007,
IRL,Ireland,2008,
IRL,Ireland,2009,
IRL,Ireland,2010,
IRL,Ireland,2011,
IRL,Ireland,2012,
IRL,Ireland,2013,
IRL,Ireland,2014,
IT001,Rome,2000,251.93
IT001,Rome,2001,250.04
IT001,Rome,2002,248.15
IT001,Rome,2003,246.25
IT001,Rome,2004,244.34
IT001,Rome,2005,242.42
IT001,Rome,2006,240.49
IT001,Rome,2007,238.56
IT001,Rome,2008,236.61
IT001,Rome,2009,234.66
IT001,Rome,2010,232.7
IT001,Rome,2011,230.73
IT001,Rome,2012,228.76
IT001,Rome,2013,226.77
IT001,Rome,2014,224.78
IT002,Milan,2000,24.21
IT002,Milan,2001,24.09
IT002,Milan,2002,23.97
IT002,Milan,2003,23.85
IT002,Milan,2004,23.72
IT002,Milan,2005,23.59
IT002,Milan,2006,23.47
IT002,Milan,2007,23.34
IT002,Milan,2008,23.21
IT002,Milan,2009,23.08
IT002,Milan,2010,22.94
IT002,Milan,2011,22.81
IT002,Milan,2012,22.67
IT002,Milan,2013,22.53
IT002,Milan,2014,22.4
IT003,Naples,2000,13.11
IT003,Naples,2001,13.1
IT003,Naples,2002,13.09
IT003,Naples,2003,13.08
IT003,Naples,2004,13.07
IT003,Naples,2005,13.06
IT003,Naples,2006,13.05
IT003,Naples,2007,13.04
IT003,Naples,2008,13.02
IT003,Naples,2009,13.01
IT003,Naples,2010,12.99
IT003,Naples,2011,12.97
IT003,Naples,2012,12.96
IT003,Naples,2013,12.94
IT003,Naples,2014,12.92
IT004,Turin,2000,251.18
IT004,Turin,2001,250.34
IT004,Turin,2002,249.49
IT004,Turin,2003,248.63
IT004,Turin,2004,247.77
IT004,Turin,2005,246.9
IT004,Turin,2006,246.03
IT004,Turin,2007,245.15
IT004,Turin,2008,244.26
IT004,Turin,2009,243.37
IT004,Turin,2010,242.47
IT004,Turin,2011,241.56
IT004,Turin,2012,240.64
IT004,Turin,2013,239.72
IT004,Turin,2014,238.79
IT005,Palermo,2000,44.95
IT005,Palermo,2001,44.95
IT005,Palermo,2002,44.94
IT005,Palermo,2003,44.92
IT005,Palermo,2004,44.91
IT005,Palermo,2005,44.89
IT005,Palermo,2006,44.86
IT005,Palermo,2007,44.83
IT005,Palermo,2008,44.8
IT005,Palermo,2009,44.76
IT005,Palermo,2010,44.72
IT005,Palermo,2011,44.68
IT005,Palermo,2012,44.63
IT005,Palermo,2013,44.58
IT005,Palermo,2014,44.52
IT006,Genova,2000,322.36
IT006,Genova,2001,323.39
IT006,Genova,2002,324.42
IT006,Genova,2003,325.46
IT006,Genova,2004,326.49
IT006,Genova,2005,327.52
IT006,Genova,2006,328.56
IT006,Genova,2007,329.59
IT006,Genova,2008,330.63
IT006,Genova,2009,331.67
IT006,Genova,2010,332.71
IT006,Genova,2011,333.74
IT006,Genova,2012,334.78
IT006,Genova,2013,335.82
IT006,Genova,2014,336.86
IT007,Florence,2000,523.05
IT007,Florence,2001,521.48
IT007,Florence,2002,519.9
IT007,Florence,2003,518.31
IT007,Florence,2004,516.71
IT007,Florence,2005,515.11
IT007,Florence,2006,513.5
IT007,Florence,2007,511.89
IT007,Florence,2008,510.26
IT007,Florence,2009,508.63
IT007,Florence,2010,506.99
IT007,Florence,2011,505.34
IT007,Florence,2012,503.69
IT007,Florence,2013,502.03
IT007,Florence,2014,500.36
IT008,Bari,2000,0.76
IT008,Bari,2001,0.76
IT008,Bari,2002,0.76
IT008,Bari,2003,0.76
IT008,Bari,2004,0.75
IT008,Bari,2005,0.75
IT008,Bari,2006,0.75
IT008,Bari,2007,0.75
IT008,Bari,2008,0.75
IT008,Bari,2009,0.74
IT008,Bari,2010,0.74
IT008,Bari,2011,0.74
IT008,Bari,2012,0.74
IT008,Bari,2013,0.74
IT008,Bari,2014,0.74
IT009,Bologna,2000,199.52
IT009,Bologna,2001,198.42
IT009,Bologna,2002,197.32
IT009,Bologna,2003,196.22
IT009,Bologna,2004,195.11
IT009,Bologna,2005,194.0
IT009,Bologna,2006,192.88
IT009,Bologna,2007,191.76
IT009,Bologna,2008,190.64
IT009,Bologna,2009,189.51
IT009,Bologna,2010,188.37
IT009,Bologna,2011,187.24
IT009,Bologna,2012,186.09
IT009,Bologna,2013,184.95
IT009,Bologna,2014,183.8
IT010,Catania,2000,36.18
IT010,Catania,2001,36.13
IT010,Catania,2002,36.07
IT010,Catania,2003,36.01
IT010,Catania,2004,35.94
IT010,Catania,2005,35.87
IT010,Catania,2006,35.79
IT010,Catania,2007,35.71
IT010,Catania,2008,35.63
IT010,Catania,2009,35.55
IT010,Catania,2010,35.45
IT010,Catania,2011,35.36
IT010,Catania,2012,35.26
IT010,Catania,2013,35.16
IT010,Catania,2014,35.05
IT011,Venice,2000,1.2
IT011,Venice,2001,1.2
IT011,Venice,2002,1.2
IT011,Venice,2003,1.2
IT011,Venice,2004,1.2
IT011,Venice,2005,1.2
IT011,Venice,2006,1.2
IT011,Venice,2007,1.19
IT011,Venice,2008,1.19
IT011,Venice,2009,1.19
IT011,Venice,2010,1.19
IT011,Venice,2011,1.19
IT011,Venice,2012,1.18
IT011,Venice,2013,1.18
IT011,Venice,2014,1.18
ITA,Italy,2000,
ITA,Italy,2001,
ITA,Italy,2002,
ITA,Italy,2003,
ITA,Italy,2004,
ITA,Italy,2005,
ITA,Italy,2006,
ITA,Italy,2007,
ITA,Italy,2008,
ITA,Italy,2009,
ITA,Italy,2010,
ITA,Italy,2011,
ITA,Italy,2012,
ITA,Italy,2013,
ITA,Italy,2014,
JP003,Sapporo,2000,176.6
JP003,Sapporo,2001,175.58
JP003,Sapporo,2002,174.56
JP003,Sapporo,2003,173.54
JP003,Sapporo,2004,172.51
JP003,Sapporo,2005,171.48
JP003,Sapporo,2006,171.06
JP003,Sapporo,2007,170.63
JP003,Sapporo,2008,170.19
