"METRO_ID"	"Metropolitan areas"	"VAR"	"Variables"	"TIME"	"Year"	"Unit Code"	"Unit"	"PowerCode Code"	"PowerCode"	"Reference Period Code"	"Reference Period"	"Value"	"Flag Codes"	"Flags"
"SE001"	"Stockholm"	"CO2_PC"	"CO2 emissions per capita  (tonnes per inhabitant)"	"2005"	"2005"	"TONNE"	"Tonnes"	"0"	"Units"			6.81		
"SE001"	"Stockholm"	"CO2_PC"	"CO2 emissions per capita  (tonnes per inhabitant)"	"2008"	"2008"	"TONNE"	"Tonnes"	"0"	"Units"			6.17		
"SE001"	"Stockholm"	"UNEMP_R"	"Unemployment as a share of the labour force (%)"	"2000"	"2000"	"PC"	"Percentage"	"0"	"Units"			3.25		
"SE001"	"Stockholm"	"UNEMP_R"	"Unemployment as a share of the labour force (%)"	"2001"	"2001"	"PC"	"Percentage"	"0"	"Units"			3.3		
"SE001"	"Stockholm"	"UNEMP_R"	"Unemployment as a share of the labour force (%)"	"2002"	"2002"	"PC"	"Percentage"	"0"	"Units"			4.05		
"SE001"	"Stockholm"	"UNEMP_R"	"Unemployment as a share of the labour force (%)"	"2003"	"2003"	"PC"	"Percentage"	"0"	"Units"			5.12		
"SE001"	"Stockholm"	"UNEMP_R"	"Unemployment as a share of the labour force (%)"	"2004"	"2004"	"PC"	"Percentage"	"0"	"Units"			5.73		
"SE001"	"Stockholm"	"UNEMP_R"	"Unemployment as a share of the labour force (%)"	"2005"	"2005"	"PC"	"Percentage"	"0"	"Units"			6.86		
"SE001"	"Stockholm"	"UNEMP_R"	"Unemployment as a share of the labour force (%)"	"2006"	"2006"	"PC"	"Percentage"	"0"	"Units"			6.14		
"SE001"	"Stockholm"	"UNEMP_R"	"Unemployment as a share of the labour force (%)"	"2007"	"2007"	"PC"	"Percentage"	"0"	"Units"			5.59		
"SE001"	"Stockholm"	"UNEMP_R"	"Unemployment as a share of the labour force (%)"	"2008"	"2008"	"PC"	"Percentage"	"0"	"Units"			5.2		
"SE001"	"Stockholm"	"UNEMP_R"	"Unemployment as a share of the labour force (%)"	"2009"	"2009"	"PC"	"Percentage"	"0"	"Units"			6.76		
"SE001"	"Stockholm"	"UNEMP_R"	"Unemployment as a share of the labour force (%)"	"2010"	"2010"	"PC"	"Percentage"	"0"	"Units"			7.21		
"SE001"	"Stockholm"	"UNEMP_R"	"Unemployment as a share of the labour force (%)"	"2011"	"2011"	"PC"	"Percentage"	"0"	"Units"			6.55		
"SE001"	"Stockholm"	"UNEMP_R"	"Unemployment as a share of the labour force (%)"	"2012"	"2012"	"PC"	"Percentage"	"0"	"Units"			6.85		
"SE001"	"Stockholm"	"UNEMP_R"	"Unemployment as a share of the labour force (%)"	"2013"	"2013"	"PC"	"Percentage"	"0"	"Units"			6.85		
"SE001"	"Stockholm"	"UNEMP_R"	"Unemployment as a share of the labour force (%)"	"2014"	"2014"	"PC"	"Percentage"	"0"	"Units"			7.09		
"SE001"	"Stockholm"	"PCT_INTENSITY"	"PCT patents applications per 10,000 inhabitants"	"2000"	"2000"	"RATIO"	"Ratio"	"0"	"Units"			5.12		
"SE001"	"Stockholm"	"PCT_INTENSITY"	"PCT patents applications per 10,000 inhabitants"	"2001"	"2001"	"RATIO"	"Ratio"	"0"	"Units"			4.2		
"SE001"	"Stockholm"	"PCT_INTENSITY"	"PCT patents applications per 10,000 inhabitants"	"2002"	"2002"	"RATIO"	"Ratio"	"0"	"Units"			3.56		
"SE001"	"Stockholm"	"PCT_INTENSITY"	"PCT patents applications per 10,000 inhabitants"	"2003"	"2003"	"RATIO"	"Ratio"	"0"	"Units"			3.25		
"SE001"	"Stockholm"	"PCT_INTENSITY"	"PCT patents applications per 10,000 inhabitants"	"2004"	"2004"	"RATIO"	"Ratio"	"0"	"Units"			3.54		
"SE001"	"Stockholm"	"PCT_INTENSITY"	"PCT patents applications per 10,000 inhabitants"	"2005"	"2005"	"RATIO"	"Ratio"	"0"	"Units"			3.79		
"SE001"	"Stockholm"	"PCT_INTENSITY"	"PCT patents applications per 10,000 inhabitants"	"2006"	"2006"	"RATIO"	"Ratio"	"0"	"Units"			4.63		
"SE001"	"Stockholm"	"PCT_INTENSITY"	"PCT patents applications per 10,000 inhabitants"	"2007"	"2007"	"RATIO"	"Ratio"	"0"	"Units"			5.65		
"SE001"	"Stockholm"	"PCT_INTENSITY"	"PCT patents applications per 10,000 inhabitants"	"2008"	"2008"	"RATIO"	"Ratio"	"0"	"Units"			5.68		
"SE002"	"Gothenburg"	"POP_DENS"	"Population density (persons per km2)"	"2000"	"2000"	"RATIO"	"Ratio"	"0"	"Units"			214.57		
"SE002"	"Gothenburg"	"POP_DENS"	"Population density (persons per km2)"	"2001"	"2001"	"RATIO"	"Ratio"	"0"	"Units"			215.85		
"SE002"	"Gothenburg"	"POP_DENS"	"Population density (persons per km2)"	"2002"	"2002"	"RATIO"	"Ratio"	"0"	"Units"			217.15		
"SE002"	"Gothenburg"	"POP_DENS"	"Population density (persons per km2)"	"2003"	"2003"	"RATIO"	"Ratio"	"0"	"Units"			218.45		
"SE002"	"Gothenburg"	"POP_DENS"	"Population density (persons per km2)"	"2004"	"2004"	"RATIO"	"Ratio"	"0"	"Units"			219.76		
"SE002"	"Gothenburg"	"POP_DENS"	"Population density (persons per km2)"	"2005"	"2005"	"RATIO"	"Ratio"	"0"	"Units"			221.08		
"SE002"	"Gothenburg"	"POP_DENS"	"Population density (persons per km2)"	"2006"	"2006"	"RATIO"	"Ratio"	"0"	"Units"			222.41		
"SE002"	"Gothenburg"	"POP_DENS"	"Population density (persons per km2)"	"2007"	"2007"	"RATIO"	"Ratio"	"0"	"Units"			223.75		
"SE002"	"Gothenburg"	"POP_DENS"	"Population density (persons per km2)"	"2008"	"2008"	"RATIO"	"Ratio"	"0"	"Units"			225.1		
"SE002"	"Gothenburg"	"POP_DENS"	"Population density (persons per km2)"	"2009"	"2009"	"RATIO"	"Ratio"	"0"	"Units"			226.45		
"SE002"	"Gothenburg"	"POP_DENS"	"Population density (persons per km2)"	"2010"	"2010"	"RATIO"	"Ratio"	"0"	"Units"			227.82		
"SE002"	"Gothenburg"	"POP_DENS"	"Population density (persons per km2)"	"2011"	"2011"	"RATIO"	"Ratio"	"0"	"Units"			229.19		
"SE002"	"Gothenburg"	"POP_DENS"	"Population density (persons per km2)"	"2012"	"2012"	"RATIO"	"Ratio"	"0"	"Units"			230.58		
"SE002"	"Gothenburg"	"POP_DENS"	"Population density (persons per km2)"	"2013"	"2013"	"RATIO"	"Ratio"	"0"	"Units"			231.97		
"SE002"	"Gothenburg"	"POP_DENS"	"Population density (persons per km2)"	"2014"	"2014"	"RATIO"	"Ratio"	"0"	"Units"			233.38		
"SE002"	"Gothenburg"	"GDP_PC"	"GDP per capita (US$)"	"2000"	"2000"	"USD"	"US Dollar"	"0"	"Units"	"2010"	"2010"	35034.75		
"SE002"	"Gothenburg"	"GDP_PC"	"GDP per capita (US$)"	"2001"	"2001"	"USD"	"US Dollar"	"0"	"Units"	"2010"	"2010"	35807.81		
"SE002"	"Gothenburg"	"GDP_PC"	"GDP per capita (US$)"	"2002"	"2002"	"USD"	"US Dollar"	"0"	"Units"	"2010"	"2010"	35858.01		
"SE002"	"Gothenburg"	"GDP_PC"	"GDP per capita (US$)"	"2003"	"2003"	"USD"	"US Dollar"	"0"	"Units"	"2010"	"2010"	37569.51		
"SE002"	"Gothenburg"	"GDP_PC"	"GDP per capita (US$)"	"2004"	"2004"	"USD"	"US Dollar"	"0"	"Units"	"2010"	"2010"	38329.85		
"SE002"	"Gothenburg"	"GDP_PC"	"GDP per capita (US$)"	"2005"	"2005"	"USD"	"US Dollar"	"0"	"Units"	"2010"	"2010"	39220.39		
"SE002"	"Gothenburg"	"GDP_PC"	"GDP per capita (US$)"	"2006"	"2006"	"USD"	"US Dollar"	"0"	"Units"	"2010"	"2010"	41342.77		
"SE002"	"Gothenburg"	"GDP_PC"	"GDP per capita (US$)"	"2007"	"2007"	"USD"	"US Dollar"	"0"	"Units"	"2010"	"2010"	42167.91		
"SE002"	"Gothenburg"	"GDP_PC"	"GDP per capita (US$)"	"2008"	"2008"	"USD"	"US Dollar"	"0"	"Units"	"2010"	"2010"	42118.37		
"SE002"	"Gothenburg"	"GDP_PC"	"GDP per capita (US$)"	"2009"	"2009"	"USD"	"US Dollar"	"0"	"Units"	"2010"	"2010"	38995.03		
"SE002"	"Gothenburg"	"GDP_PC"	"GDP per capita (US$)"	"2010"	"2010"	"USD"	"US Dollar"	"0"	"Units"	"2010"	"2010"	41114.96		
"SE002"	"Gothenburg"	"GDP_PC"	"GDP per capita (US$)"	"2011"	"2011"	"USD"	"US Dollar"	"0"	"Units"	"2010"	"2010"	42057.42		
"SE002"	"Gothenburg"	"GDP_PC"	"GDP per capita (US$)"	"2012"	"2012"	"USD"	"US Dollar"	"0"	"Units"	"2010"	"2010"	41353.78		
"SE002"	"Gothenburg"	"CO2_PC"	"CO2 emissions per capita  (tonnes per inhabitant)"	"2000"	"2000"	"TONNE"	"Tonnes"	"0"	"Units"			7.37		
"SE002"	"Gothenburg"	"CO2_PC"	"CO2 emissions per capita  (tonnes per inhabitant)"	"2005"	"2005"	"TONNE"	"Tonnes"	"0"	"Units"			7.01		
"SE002"	"Gothenburg"	"CO2_PC"	"CO2 emissions per capita  (tonnes per inhabitant)"	"2008"	"2008"	"TONNE"	"Tonnes"	"0"	"Units"			6.56		
"SE002"	"Gothenburg"	"UNEMP_R"	"Unemployment as a share of the labour force (%)"	"2000"	"2000"	"PC"	"Percentage"	"0"	"Units"			5.1		
"SE002"	"Gothenburg"	"UNEMP_R"	"Unemployment as a share of the labour force (%)"	"2001"	"2001"	"PC"	"Percentage"	"0"	"Units"			4.35		
"SE002"	"Gothenburg"	"UNEMP_R"	"Unemployment as a share of the labour force (%)"	"2002"	"2002"	"PC"	"Percentage"	"0"	"Units"			4.87		
"SE002"	"Gothenburg"	"UNEMP_R"	"Unemployment as a share of the labour force (%)"	"2003"	"2003"	"PC"	"Percentage"	"0"	"Units"			4.97		
"SE002"	"Gothenburg"	"UNEMP_R"	"Unemployment as a share of the labour force (%)"	"2004"	"2004"	"PC"	"Percentage"	"0"	"Units"			6.21		
"SE002"	"Gothenburg"	"UNEMP_R"	"Unemployment as a share of the labour force (%)"	"2005"	"2005"	"PC"	"Percentage"	"0"	"Units"			7.47		
"SE002"	"Gothenburg"	"UNEMP_R"	"Unemployment as a share of the labour force (%)"	"2006"	"2006"	"PC"	"Percentage"	"0"	"Units"			6.78		
"SE002"	"Gothenburg"	"UNEMP_R"	"Unemployment as a share of the labour force (%)"	"2007"	"2007"	"PC"	"Percentage"	"0"	"Units"			5.92		
"SE002"	"Gothenburg"	"UNEMP_R"	"Unemployment as a share of the labour force (%)"	"2008"	"2008"	"PC"	"Percentage"	"0"	"Units"			6.17		
"SE002"	"Gothenburg"	"UNEMP_R"	"Unemployment as a share of the labour force (%)"	"2009"	"2009"	"PC"	"Percentage"	"0"	"Units"			8.73		
"SE002"	"Gothenburg"	"UNEMP_R"	"Unemployment as a share of the labour force (%)"	"2010"	"2010"	"PC"	"Percentage"	"0"	"Units"			8.82		
"SE002"	"Gothenburg"	"UNEMP_R"	"Unemployment as a share of the labour force (%)"	"2011"	"2011"	"PC"	"Percentage"	"0"	"Units"			7.5		
"SE002"	"Gothenburg"	"UNEMP_R"	"Unemployment as a share of the labour force (%)"	"2012"	"2012"	"PC"	"Percentage"	"0"	"Units"			7.84		
"SE002"	"Gothenburg"	"UNEMP_R"	"Unemployment as a share of the labour force (%)"	"2013"	"2013"	"PC"	"Percentage"	"0"	"Units"			8.09		
"SE002"	"Gothenburg"	"UNEMP_R"	"Unemployment as a share of the labour force (%)"	"2014"	"2014"	"PC"	"Percentage"	"0"	"Units"			7.75		
"SE002"	"Gothenburg"	"PCT_INTENSITY"	"PCT patents applications per 10,000 inhabitants"	"2000"	"2000"	"RATIO"	"Ratio"	"0"	"Units"			4.88		
"SE002"	"Gothenburg"	"PCT_INTENSITY"	"PCT patents applications per 10,000 inhabitants"	"2001"	"2001"	"RATIO"	"Ratio"	"0"	"Units"			4.76		
"SE002"	"Gothenburg"	"PCT_INTENSITY"	"PCT patents applications per 10,000 inhabitants"	"2002"	"2002"	"RATIO"	"Ratio"	"0"	"Units"			4.22		
"SE002"	"Gothenburg"	"PCT_INTENSITY"	"PCT patents applications per 10,000 inhabitants"	"2003"	"2003"	"RATIO"	"Ratio"	"0"	"Units"			4.29		
"SE002"	"Gothenburg"	"PCT_INTENSITY"	"PCT patents applications per 10,000 inhabitants"	"2004"	"2004"	"RATIO"	"Ratio"	"0"	"Units"			4.84		
"SE002"	"Gothenburg"	"PCT_INTENSITY"	"PCT patents applications per 10,000 inhabitants"	"2005"	"2005"	"RATIO"	"Ratio"	"0"	"Units"			5.23		
"SE002"	"Gothenburg"	"PCT_INTENSITY"	"PCT patents applications per 10,000 inhabitants"	"2006"	"2006"	"RATIO"	"Ratio"	"0"	"Units"			5.07		
"SE002"	"Gothenburg"	"PCT_INTENSITY"	"PCT patents applications per 10,000 inhabitants"	"2007"	"2007"	"RATIO"	"Ratio"	"0"	"Units"			5.53		
"SE002"	"Gothenburg"	"PCT_INTENSITY"	"PCT patents applications per 10,000 inhabitants"	"2008"	"2008"	"RATIO"	"Ratio"	"0"	"Units"			4.31		
"SE003"	"Malmö"	"POP_DENS"	"Population density (persons per km2)"	"2000"	"2000"	"RATIO"	"Ratio"	"0"	"Units"			175.7		
"SE003"	"Malmö"	"POP_DENS"	"Population density (persons per km2)"	"2001"	"2001"	"RATIO"	"Ratio"	"0"	"Units"			177.02		
"SE003"	"Malmö"	"POP_DENS"	"Population density (persons per km2)"	"2002"	"2002"	"RATIO"	"Ratio"	"0"	"Units"			178.35		
"SE003"	"Malmö"	"POP_DENS"	"Population density (persons per km2)"	"2003"	"2003"	"RATIO"	"Ratio"	"0"	"Units"			179.69		
"SE003"	"Malmö"	"POP_DENS"	"Population density (persons per km2)"	"2004"	"2004"	"RATIO"	"Ratio"	"0"	"Units"			181.04		
"SE003"	"Malmö"	"POP_DENS"	"Population density (persons per km2)"	"2005"	"2005"	"RATIO"	"Ratio"	"0"	"Units"			182.4		
"SE003"	"Malmö"	"POP_DENS"	"Population density (persons per km2)"	"2006"	"2006"	"RATIO"	"Ratio"	"0"	"Units"			183.77		
"SE003"	"Malmö"	"POP_DENS"	"Population density (persons per km2)"	"2007"	"2007"	"RATIO"	"Ratio"	"0"	"Units"			185.16		
"SE003"	"Malmö"	"POP_DENS"	"Population density (persons per km2)"	"2008"	"2008"	"RATIO"	"Ratio"	"0"	"Units"			186.55		
"SE003"	"Malmö"	"POP_DENS"	"Population density (persons per km2)"	"2009"	"2009"	"RATIO"	"Ratio"	"0"	"Units"			187.95		
"SE003"	"Malmö"	"POP_DENS"	"Population density (persons per km2)"	"2010"	"2010"	"RATIO"	"Ratio"	"0"	"Units"			189.37		
"SE003"	"Malmö"	"POP_DENS"	"Population density (persons per km2)"	"2011"	"2011"	"RATIO"	"Ratio"	"0"	"Units"			190.79		
"SE003"	"Malmö"	"POP_DENS"	"Population density (persons per km2)"	"2012"	"2012"	"RATIO"	"Ratio"	"0"	"Units"			192.23		
"SE003"	"Malmö"	"POP_DENS"	"Population density (persons per km2)"	"2013"	"2013"	"RATIO"	"Ratio"	"0"	"Units"			193.68		
"SE003"	"Malmö"	"POP_DENS"	"Population density (persons per km2)"	"2014"	"2014"	"RATIO"	"Ratio"	"0"	"Units"			195.14		
"SE003"	"Malmö"	"GDP_PC"	"GDP per capita (US$)"	"2000"	"2000"	"USD"	"US Dollar"	"0"	"Units"	"2010"	"2010"	32271.77		
"SE003"	"Malmö"	"GDP_PC"	"GDP per capita (US$)"	"2001"	"2001"	"USD"	"US Dollar"	"0"	"Units"	"2010"	"2010"	32655.78		
"SE003"	"Malmö"	"GDP_PC"	"GDP per capita (US$)"	"2002"	"2002"	"USD"	"US Dollar"	"0"	"Units"	"2010"	"2010"	33613.39		
"SE003"	"Malmö"	"GDP_PC"	"GDP per capita (US$)"	"2003"	"2003"	"USD"	"US Dollar"	"0"	"Units"	"2010"	"2010"	33643.51		
"SE003"	"Malmö"	"GDP_PC"	"GDP per capita (US$)"	"2004"	"2004"	"USD"	"US Dollar"	"0"	"Units"	"2010"	"2010"	34444.33		
"SE003"	"Malmö"	"GDP_PC"	"GDP per capita (US$)"	"2005"	"2005"	"USD"	"US Dollar"	"0"	"Units"	"2010"	"2010"	35393.4		
"SE003"	"Malmö"	"GDP_PC"	"GDP per capita (US$)"	"2006"	"2006"	"USD"	"US Dollar"	"0"	"Units"	"2010"	"2010"	36878.73		
"SE003"	"Malmö"	"GDP_PC"	"GDP per capita (US$)"	"2007"	"2007"	"USD"	"US Dollar"	"0"	"Units"	"2010"	"2010"	39725.32		
"SE003"	"Malmö"	"GDP_PC"	"GDP per capita (US$)"	"2008"	"2008"	"USD"	"US Dollar"	"0"	"Units"	"2010"	"2010"	37535.63		
"SE003"	"Malmö"	"GDP_PC"	"GDP per capita (US$)"	"2009"	"2009"	"USD"	"US Dollar"	"0"	"Units"	"2010"	"2010"	35066.99		
"SE003"	"Malmö"	"GDP_PC"	"GDP per capita (US$)"	"2010"	"2010"	"USD"	"US Dollar"	"0"	"Units"	"2010"	"2010"	37027.86		
"SE003"	"Malmö"	"GDP_PC"	"GDP per capita (US$)"	"2011"	"2011"	"USD"	"US Dollar"	"0"	"Units"	"2010"	"2010"	37287.48		
"SE003"	"Malmö"	"GDP_PC"	"GDP per capita (US$)"	"2012"	"2012"	"USD"	"US Dollar"	"0"	"Units"	"2010"	"2010"	37130.25		
"SE003"	"Malmö"	"CO2_PC"	"CO2 emissions per capita  (tonnes per inhabitant)"	"2000"	"2000"	"TONNE"	"Tonnes"	"0"	"Units"			8.3		
"SE003"	"Malmö"	"CO2_PC"	"CO2 emissions per capita  (tonnes per inhabitant)"	"2005"	"2005"	"TONNE"	"Tonnes"	"0"	"Units"			7.51		
"SE003"	"Malmö"	"CO2_PC"	"CO2 emissions per capita  (tonnes per inhabitant)"	"2008"	"2008"	"TONNE"	"Tonnes"	"0"	"Units"			7.21		
"SE003"	"Malmö"	"UNEMP_R"	"Unemployment as a share of the labour force (%)"	"2000"	"2000"	"PC"	"Percentage"	"0"	"Units"			7.42		
"SE003"	"Malmö"	"UNEMP_R"	"Unemployment as a share of the labour force (%)"	"2001"	"2001"	"PC"	"Percentage"	"0"	"Units"			6.25		
"SE003"	"Malmö"	"UNEMP_R"	"Unemployment as a share of the labour force (%)"	"2002"	"2002"	"PC"	"Percentage"	"0"	"Units"			6.18		
"SE003"	"Malmö"	"UNEMP_R"	"Unemployment as a share of the labour force (%)"	"2003"	"2003"	"PC"	"Percentage"	"0"	"Units"			6.72		
"SE003"	"Malmö"	"UNEMP_R"	"Unemployment as a share of the labour force (%)"	"2004"	"2004"	"PC"	"Percentage"	"0"	"Units"			7.41		
"SE003"	"Malmö"	"UNEMP_R"	"Unemployment as a share of the labour force (%)"	"2005"	"2005"	"PC"	"Percentage"	"0"	"Units"			8.84		
"SE003"	"Malmö"	"UNEMP_R"	"Unemployment as a share of the labour force (%)"	"2006"	"2006"	"PC"	"Percentage"	"0"	"Units"			8.39		
"SE003"	"Malmö"	"UNEMP_R"	"Unemployment as a share of the labour force (%)"	"2007"	"2007"	"PC"	"Percentage"	"0"	"Units"			7.04		
"SE003"	"Malmö"	"UNEMP_R"	"Unemployment as a share of the labour force (%)"	"2008"	"2008"	"PC"	"Percentage"	"0"	"Units"			7.61		
"SE003"	"Malmö"	"UNEMP_R"	"Unemployment as a share of the labour force (%)"	"2009"	"2009"	"PC"	"Percentage"	"0"	"Units"			8.61		
"SE003"	"Malmö"	"UNEMP_R"	"Unemployment as a share of the labour force (%)"	"2010"	"2010"	"PC"	"Percentage"	"0"	"Units"			8.62		
"SE003"	"Malmö"	"UNEMP_R"	"Unemployment as a share of the labour force (%)"	"2011"	"2011"	"PC"	"Percentage"	"0"	"Units"			9.12		
"SE003"	"Malmö"	"UNEMP_R"	"Unemployment as a share of the labour force (%)"	"2012"	"2012"	"PC"	"Percentage"	"0"	"Units"			9.4		
"SE003"	"Malmö"	"UNEMP_R"	"Unemployment as a share of the labour force (%)"	"2013"	"2013"	"PC"	"Percentage"	"0"	"Units"			9.89		
"SE003"	"Malmö"	"UNEMP_R"	"Unemployment as a share of the labour force (%)"	"2014"	"2014"	"PC"	"Percentage"	"0"	"Units"			10.08		
"SE003"	"Malmö"	"PCT_INTENSITY"	"PCT patents applications per 10,000 inhabitants"	"2000"	"2000"	"RATIO"	"Ratio"	"0"	"Units"			5.63		
"SE003"	"Malmö"	"PCT_INTENSITY"	"PCT patents applications per 10,000 inhabitants"	"2001"	"2001"	"RATIO"	"Ratio"	"0"	"Units"			5.72		
"SE003"	"Malmö"	"PCT_INTENSITY"	"PCT patents applications per 10,000 inhabitants"	"2002"	"2002"	"RATIO"	"Ratio"	"0"	"Units"			4.76		
"SE003"	"Malmö"	"PCT_INTENSITY"	"PCT patents applications per 10,000 inhabitants"	"2003"	"2003"	"RATIO"	"Ratio"	"0"	"Units"			4.57		
"SE003"	"Malmö"	"PCT_INTENSITY"	"PCT patents applications per 10,000 inhabitants"	"2004"	"2004"	"RATIO"	"Ratio"	"0"	"Units"			4.68		
"SE003"	"Malmö"	"PCT_INTENSITY"	"PCT patents applications per 10,000 inhabitants"	"2005"	"2005"	"RATIO"	"Ratio"	"0"	"Units"			5.55		
"SE003"	"Malmö"	"PCT_INTENSITY"	"PCT patents applications per 10,000 inhabitants"	"2006"	"2006"	"RATIO"	"Ratio"	"0"	"Units"			6.93		
"SE003"	"Malmö"	"PCT_INTENSITY"	"PCT patents applications per 10,000 inhabitants"	"2007"	"2007"	"RATIO"	"Ratio"	"0"	"Units"			7.67		
"SE003"	"Malmö"	"PCT_INTENSITY"	"PCT patents applications per 10,000 inhabitants"	"2008"	"2008"	"RATIO"	"Ratio"	"0"	"Units"			6.86		
"SI001"	"Ljubljana"	"POP_DENS"	"Population density (persons per km2)"	"2000"	"2000"	"RATIO"	"Ratio"	"0"	"Units"			166.54		
"SI001"	"Ljubljana"	"POP_DENS"	"Population density (persons per km2)"	"2001"	"2001"	"RATIO"	"Ratio"	"0"	"Units"			167.85		
"SI001"	"Ljubljana"	"POP_DENS"	"Population density (persons per km2)"	"2002"	"2002"	"RATIO"	"Ratio"	"0"	"Units"			169.17		
"SI001"	"Ljubljana"	"POP_DENS"	"Population density (persons per km2)"	"2003"	"2003"	"RATIO"	"Ratio"	"0"	"Units"			170.51		
"SI001"	"Ljubljana"	"POP_DENS"	"Population density (persons per km2)"	"2004"	"2004"	"RATIO"	"Ratio"	"0"	"Units"			171.86		
"SI001"	"Ljubljana"	"POP_DENS"	"Population density (persons per km2)"	"2005"	"2005"	"RATIO"	"Ratio"	"0"	"Units"			173.23		
"SI001"	"Ljubljana"	"POP_DENS"	"Population density (persons per km2)"	"2006"	"2006"	"RATIO"	"Ratio"	"0"	"Units"			174.62		
"SI001"	"Ljubljana"	"POP_DENS"	"Population density (persons per km2)"	"2007"	"2007"	"RATIO"	"Ratio"	"0"	"Units"			176.02		
"SI001"	"Ljubljana"	"POP_DENS"	"Population density (persons per km2)"	"2008"	"2008"	"RATIO"	"Ratio"	"0"	"Units"			177.43		
"SI001"	"Ljubljana"	"POP_DENS"	"Population density (persons per km2)"	"2009"	"2009"	"RATIO"	"Ratio"	"0"	"Units"			178.87		
"SI001"	"Ljubljana"	"POP_DENS"	"Population density (persons per km2)"	"2010"	"2010"	"RATIO"	"Ratio"	"0"	"Units"			180.32		
"SI001"	"Ljubljana"	"POP_DENS"	"Population density (persons per km2)"	"2011"	"2011"	"RATIO"	"Ratio"	"0"	"Units"			181.78		
"SI001"	"Ljubljana"	"POP_DENS"	"Population density (persons per km2)"	"2012"	"2012"	"RATIO"	"Ratio"	"0"	"Units"			183.26		
"SI001"	"Ljubljana"	"POP_DENS"	"Population density (persons per km2)"	"2013"	"2013"	"RATIO"	"Ratio"	"0"	"Units"			184.76		
"SI001"	"Ljubljana"	"POP_DENS"	"Population density (persons per km2)"	"2014"	"2014"	"RATIO"	"Ratio"	"0"	"Units"			186.28		
"SI001"	"Ljubljana"	"GDP_PC"	"GDP per capita (US$)"	"2000"	"2000"	"USD"	"US Dollar"	"0"	"Units"	"2010"	"2010"	29888.82		
"SI001"	"Ljubljana"	"GDP_PC"	"GDP per capita (US$)"	"2001"	"2001"	"USD"	"US Dollar"	"0"	"Units"	"2010"	"2010"	30698.2		
"SI001"	"Ljubljana"	"GDP_PC"	"GDP per capita (US$)"	"2002"	"2002"	"USD"	"US Dollar"	"0"	"Units"	"2010"	"2010"	31594.38		
"SI001"	"Ljubljana"	"GDP_PC"	"GDP per capita (US$)"	"2003"	"2003"	"USD"	"US Dollar"	"0"	"Units"	"2010"	"2010"	33196.71		
"SI001"	"Ljubljana"	"GDP_PC"	"GDP per capita (US$)"	"2004"	"2004"	"USD"	"US Dollar"	"0"	"Units"	"2010"	"2010"	34492.39		
"SI001"	"Ljubljana"	"GDP_PC"	"GDP per capita (US$)"	"2005"	"2005"	"USD"	"US Dollar"	"0"	"Units"	"2010"	"2010"	35843.81		
"SI001"	"Ljubljana"	"GDP_PC"	"GDP per capita (US$)"	"2006"	"2006"	"USD"	"US Dollar"	"0"	"Units"	"2010"	"2010"	38067.03		
"SI001"	"Ljubljana"	"GDP_PC"	"GDP per capita (US$)"	"2007"	"2007"	"USD"	"US Dollar"	"0"	"Units"	"2010"	"2010"	40370.01		
"SI001"	"Ljubljana"	"GDP_PC"	"GDP per capita (US$)"	"2008"	"2008"	"USD"	"US Dollar"	"0"	"Units"	"2010"	"2010"	41399.04		
"SI001"	"Ljubljana"	"GDP_PC"	"GDP per capita (US$)"	"2009"	"2009"	"USD"	"US Dollar"	"0"	"Units"	"2010"	"2010"	38645.04		
"SI001"	"Ljubljana"	"GDP_PC"	"GDP per capita (US$)"	"2010"	"2010"	"USD"	"US Dollar"	"0"	"Units"	"2010"	"2010"	38662.37		
"SI001"	"Ljubljana"	"GDP_PC"	"GDP per capita (US$)"	"2011"	"2011"	"USD"	"US Dollar"	"0"	"Units"	"2010"	"2010"	38450.04		
"SI001"	"Ljubljana"	"GDP_PC"	"GDP per capita (US$)"	"2012"	"2012"	"USD"	"US Dollar"	"0"	"Units"	"2010"	"2010"	37419.36		
"SI001"	"Ljubljana"	"GDP_PC"	"GDP per capita (US$)"	"2013"	"2013"	"USD"	"US Dollar"	"0"	"Units"	"2010"	"2010"	36911.57		
"SI001"	"Ljubljana"	"CO2_PC"	"CO2 emissions per capita  (tonnes per inhabitant)"	"2000"	"2000"	"TONNE"	"Tonnes"	"0"	"Units"			7.43		
"SI001"	"Ljubljana"	"CO2_PC"	"CO2 emissions per capita  (tonnes per inhabitant)"	"2005"	"2005"	"TONNE"	"Tonnes"	"0"	"Units"			7.28		
"SI001"	"Ljubljana"	"CO2_PC"	"CO2 emissions per capita  (tonnes per inhabitant)"	"2008"	"2008"	"TONNE"	"Tonnes"	"0"	"Units"			7.28		
"SI001"	"Ljubljana"	"UNEMP_R"	"Unemployment as a share of the labour force (%)"	"2001"	"2001"	"PC"	"Percentage"	"0"	"Units"			4.99		
"SI001"	"Ljubljana"	"UNEMP_R"	"Unemployment as a share of the labour force (%)"	"2002"	"2002"	"PC"	"Percentage"	"0"	"Units"			5		
"SI001"	"Ljubljana"	"UNEMP_R"	"Unemployment as a share of the labour force (%)"	"2003"	"2003"	"PC"	"Percentage"	"0"	"Units"			5.3		
"SI001"	"Ljubljana"	"UNEMP_R"	"Unemployment as a share of the labour force (%)"	"2004"	"2004"	"PC"	"Percentage"	"0"	"Units"			5.43		
