Company_name	Company_ID	Big3Share	Position	Exchange	TypeEnt	VAR	Dollars_th
DELCATH SYSTEMS INC	US061245881	2.19	5	NASDAQ National Market	Industrial company	MarketCap	7479.0
PRAXAIR INC	US061249050	18.64	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	31598792.0
SILGAN HOLDINGS INC	US061269834	11.62	3	NASDAQ National Market	Industrial company	MarketCap	3091142.0
ETHAN ALLEN INTERIORS INC	US061275288	19.61	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	931626.0
LEXMARK INTERNATIONAL INC	US061308215	19.880000000000006	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	2376904.0
LANDSTAR SYSTEM INC	US061313069	18.13	1	NASDAQ National Market	Industrial company	MarketCap	2867612.0
MRV COMMUNICATIONS INC	US061340090	1.57	5	NASDAQ National Market	Industrial company	MarketCap	74778.0
RED HAT INC	US061364380	18.270000000000003	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	13883487.0
ACADIA PHARMACEUTICALS INC.	US061376651	12.28	4	NASDAQ National Market	Industrial company	MarketCap	4029735.0
NEW YORK COMMUNITY BANCORP, INC	US061377322	20.15	1	New York Stock Exchange (NYSE)	Bank	MarketCap	7616931.0
CLEAN DIESEL TECHNOLOGIES, INC.	US061393453	2.53	3	NASDAQ National Market	Industrial company	MarketCap	7404.0
COSI, INC.	US061393745	0.26	16	NASDAQ National Market	Industrial company	MarketCap	25674.0
CHARLES RIVER LABORATORIES INTERNATIONAL INC	US061397316	20.42	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	4059193.0
GENERAL CABLE CORP	US061398235	23.75	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	682024.0
STAR GAS PARTNERS, L.P.	US061437793	0.0	119	New York Stock Exchange (NYSE)	Industrial company	MarketCap	494675.0
TRANSACT TECHNOLOGIES INC	US061456680	3.96	5	NASDAQ National Market	Industrial company	MarketCap	57370.0
AMN HEALTHCARE SERVICES, INC.	US061500476	20.62	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	1734005.0
SALISBURY BANCORP, INC.	US061514263	0.57	13	NASDAQ National Market	Bank	MarketCap	83032.0
THESTREET, INC.	US061515824	6.93	6	NASDAQ National Market	Industrial company	MarketCap	42282.0
UNITED RENTALS INC	US061522496	22.15	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	6053564.0
PRICELINE GROUP INC. (THE)	US061528493	15.329999999999998	1	NASDAQ National Market	Industrial company	MarketCap	63190932.0
MAJESCO ENTERTAINMENT COMPANY	US061529524	0.0	106	NASDAQ National Market	Industrial company	MarketCap	11952.0
PATRIOT NATIONAL BANCORP, INC.	US061559137	0.0	106	NASDAQ National Market	Bank	MarketCap	56178.0
AGENUS INC.	US061562417	10.93	1	NASDAQ National Market	Industrial company	MarketCap	351874.0
TANGOE INC	US061571143	18.070000000000004	2	NASDAQ National Market	Industrial company	MarketCap	306377.0
MCBC HOLDINGS, INC.	US061571747	3.57	5	NASDAQ National Market	Industrial company	MarketCap	278287.0
MACROGENICS, INC.	US061591613	11.5	1	NASDAQ National Market	Industrial company	MarketCap	846367.0
SYNCHRONOSS TECHNOLOGIES, INC.	US061594540	16.46	1	NASDAQ National Market	Industrial company	MarketCap	1596327.0
PHOENIX COMPANIES INC (THE)	US061599088	1.07	11	New York Stock Exchange (NYSE)	Insurance company	MarketCap	213730.0
OPGEN, INC.	US061614015	0.0	108	NASDAQ National Market	Industrial company	MarketCap	19578.0
MATTRESS FIRM HOLDING CORP.	US061652172	7.39	6	NASDAQ National Market	Industrial company	MarketCap	1257343.0
CONN'S, INC.	US061672840	12.38	6	NASDAQ National Market	Industrial company	MarketCap	341837.0
GLYCOMIMETICS, INC.	US061686563	0.44	8	NASDAQ National Market	Industrial company	MarketCap	163897.0
OOMA, INC.	US061713274	1.33	10	NASDAQ National Market	Industrial company	MarketCap	75336.0
GLOBAL BRASS AND COPPER HOLDINGS, INC.	US061826563	17.36	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	572756.0
NICHOLAS FINANCIAL INC	US087363354	0.8300000000000001	21	NASDAQ National Market	Financial company	MarketCap	134354.0
ACURA PHARMACEUTICALS, INC.	US110853640	0.0	113	NASDAQ National Market	Industrial company	MarketCap	28756.0
J.W. MAYS, INC.	US111059070	0.0	108	NASDAQ National Market	Financial company	MarketCap	108651.0
STANDARD MOTOR PRODUCTS INC	US111362020	13.32	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	869725.0
SUPERIOR UNIFORM GROUP INC	US111385670	5.130000000000001	5	NASDAQ National Market	Industrial company	MarketCap	256862.0
UNITED GUARDIAN INC	US111719724	2.25	6	NASDAQ National Market	Industrial company	MarketCap	78701.0
ACETO CORP	US111720520	16.03	1	NASDAQ National Market	Industrial company	MarketCap	660043.0
PARK ELECTROCHEMICAL CORP	US111734643	19.33	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	323350.0
SIEBERT FINANCIAL CORP	US111796714	0.0	105	NASDAQ National Market	Bank	MarketCap	26524.0
CHASE CORP	US111797126	7.92	4	NYSE MKT	Industrial company	MarketCap	541609.0
ARROW ELECTRONICS INC	US111806155	18.78	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	5873891.0
AMERICAN INDEPENDENCE CORPORATION	US111817252	0.0	108	NASDAQ National Market	Insurance company	MarketCap	177744.0
AVNET INC	US111890605	19.33	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	5221574.0
GRIFFON CORP	US111893410	15.22	3	New York Stock Exchange (NYSE)	Industrial company	MarketCap	790247.0
FREQUENCY ELECTRONICS INC	US111986657	4.44	9	NASDAQ National Market	Industrial company	MarketCap	85464.0
ENVIROSTAR, INC.	US112014231	0.72	11	NYSE MKT	Industrial company	MarketCap	28557.0
RESEARCH FRONTIERS INC	US112103466	5.74	3	NASDAQ National Market	Industrial company	MarketCap	97378.0
EMCOR GROUP INC	US112125338	20.14	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	2886315.0
COMTECH TELECOMMUNICATIONS CORP	US112139466	19.9	1	NASDAQ National Market	Industrial company	MarketCap	376416.0
MISONIX INC	US112148932	1.37	9	NASDAQ National Market	Industrial company	MarketCap	37701.0
MOTORCAR PARTS OF AMERICA, INC.	US112153962	15.49	1	NASDAQ National Market	Industrial company	MarketCap	551092.0
VICON INDUSTRIES, INC.	US112160665	0.0	112	NYSE MKT	Industrial company	MarketCap	7044.0
UNIFI INC	US112165495	14.25	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	452063.0
COFFEE HOLDING CO., INC.	US112238111	2.79	4	NASDAQ National Market	Industrial company	MarketCap	22798.0
BED BATH & BEYOND INC	US112250488	20.38	1	NASDAQ National Market	Industrial company	MarketCap	6939202.0
NAPCO SECURITY TECHNOLOGIES INC	US112277818	2.25	5	NASDAQ National Market	Industrial company	MarketCap	114976.0
ESTEE LAUDER COMPANIES INC. (THE)	US112408943	15.88	3	New York Stock Exchange (NYSE)	Industrial company	MarketCap	20477275.0
FONAR CORP	US112464137	4.25	4	NASDAQ National Market	Industrial company	MarketCap	96208.0
A-MARK PRECIOUS METALS, INC.	US112464169	2.3400000000000003	11	NASDAQ National Market	Financial company	MarketCap	111392.0
ICONIX BRAND GROUP, INC.	US112481903	17.439999999999998	1	NASDAQ National Market	Industrial company	MarketCap	366926.0
CPI AEROSTRUCTURES INC	US112520310	2.98	11	NYSE MKT	Industrial company	MarketCap	56398.0
HARMAN INTERNATIONAL INDUSTRIES INC	US112534306	18.26	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	5488450.0
BLACKBAUD, INC.	US112617163	19.21	1	NASDAQ National Market	Industrial company	MarketCap	2950490.0
CVD EQUIPMENT CORPORATION	US112621692	2.89	4	NASDAQ National Market	Industrial company	MarketCap	44211.0
ITUS CORPORATION	US112622630	0.0	109	NASDAQ National Market	Industrial company	MarketCap	27705.0
BOVIE MEDICAL CORPORATION	US112644611	1.77	10	NYSE MKT	Industrial company	MarketCap	43511.0
FIRST OF LONG ISLAND CORPORATION (THE)	US112672906	7.3	1	NASDAQ National Market	Bank	MarketCap	478366.0
LIFETIME BRANDS, INC.	US112682486	8.25	5	NASDAQ National Market	Industrial company	MarketCap	206240.0
SUFFOLK BANCORP	US112708279	11.48	1	New York Stock Exchange (NYSE)	Bank	MarketCap	304716.0
DIFFERENTIAL BRANDS GROUP INC.	US112928178	0.0	107	NASDAQ National Market	Industrial company	MarketCap	49519.0
BRIDGE BANCORP, INC	US112934195	7.33	2	NASDAQ National Market	Bank	MarketCap	522367.0
NUMEREX CORP	US112948749	3.48	9	NASDAQ National Market	Industrial company	MarketCap	147335.0
TRANSENTERIX INC.	US112962080	3.6	13	NYSE MKT	Industrial company	MarketCap	214631.0
VEECO INSTRUMENTS INC	US112989601	20.77	1	NASDAQ National Market	Industrial company	MarketCap	713602.0
WARREN RESOURCES, INC.	US113024080	5.1400000000000015	1	NASDAQ National Market	Industrial company	MarketCap	11424.0
NETWORK-1 TECHNOLOGIES, INC.	US113027591	0.0	116	NYSE MKT	Industrial company	MarketCap	54278.0
BIOSPECIFICS TECHNOLOGIES CORP	US113054851	8.05	2	NASDAQ National Market	Industrial company	MarketCap	256216.0
1-800 FLOWERS.COM, INC.	US113117311	5.08	4	NASDAQ National Market	Industrial company	MarketCap	289266.0
AMEDISYS INC	US113131700	23.35	1	NASDAQ National Market	Industrial company	MarketCap	1693319.0
SCHEIN HENRY INC	US113136595	20.76	1	NASDAQ National Market	Industrial company	MarketCap	14263138.0
ANGIODYNAMICS, INC.	US113146460	13.34	3	NASDAQ National Market	Industrial company	MarketCap	439314.0
NATHANS FAMOUS INC	US113166443	2.5	9	NASDAQ National Market	Industrial company	MarketCap	193562.0
ASTORIA FINANCIAL CORPORATION	US113170868	16.06	1	New York Stock Exchange (NYSE)	Bank	MarketCap	1610338.0
VERINT SYSTEMS, INC.	US113200514	15.68	1	NASDAQ National Market	Industrial company	MarketCap	2075548.0
FLUSHING FINANCIAL CORP	US113209278	12.15	1	NASDAQ National Market	Bank	MarketCap	609809.0
INTELLI-CHECK - MOBILISA, INC.	US113234779	0.55	4	NYSE MKT	Industrial company	MarketCap	16775.0
SYSTEMAX INC	US113262067	4.12	4	New York Stock Exchange (NYSE)	Industrial company	MarketCap	341119.0
MSC INDUSTRIAL DIRECT CO INC	US113289165	15.32	2	New York Stock Exchange (NYSE)	Industrial company	MarketCap	3609651.0
DIME COMMUNITY BANCSHARES INC	US113297463	16.560000000000002	1	NASDAQ National Market	Bank	MarketCap	700405.0
GETTY REALTY CORP	US113412575	22.87	1	New York Stock Exchange (NYSE)	Financial company	MarketCap	685007.0
CABLEVISION SYSTEMS CORPORATION	US113415180	15.07	2	New York Stock Exchange (NYSE)	Industrial company	MarketCap	7703291.0
MANHATTAN BRIDGE CAPITAL, INC.	US113474831	0.0	105	NASDAQ National Market	Industrial company	MarketCap	32575.0
ERBA DIAGNOSTICS INC	US113500746	1.17	2	NYSE MKT	Industrial company	MarketCap	40118.0
REXAHN PHARMACEUTICALS, INC.	US113516358	0.19	8	NYSE MKT	Industrial company	MarketCap	64165.0
VONAGE HOLDINGS CORP.	US113547680	14.5	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	973478.0
SINO-GLOBAL SHIPPING AMERICA, LTD.	US113588546	0.0	106	NASDAQ National Market	Industrial company	MarketCap	6496.0
HMS HOLDINGS CORP.	US113656261	20.05	1	NASDAQ National Market	Industrial company	MarketCap	1359947.0
VITAMIN SHOPPE, INC.	US113664322	21.75	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	730982.0
KITE REALTY GROUP TRUST	US113715772	23.85	1	New York Stock Exchange (NYSE)	Financial company	MarketCap	2261675.0
SANCHEZ PRODUCTION PARTNERS LP	US113742489	0.0	112	NYSE MKT	Industrial company	MarketCap	44764.0
XACTLY CORPORATION	US113744289	1.84	12	New York Stock Exchange (NYSE)	Industrial company	MarketCap	290342.0
WEIGHT WATCHERS INTERNATIONAL, INC.	US116040273	6.23	5	New York Stock Exchange (NYSE)	Industrial company	MarketCap	946030.0
NEWSTAR FINANCIAL INC	US126484783L	6.0	6	NASDAQ National Market	Financial company	MarketCap	395504.0
KINGSTONE COMPANIES INC	US127387325L	1.08	19	NASDAQ National Market	Insurance company	MarketCap	70737.0
AVON PRODUCTS INC	US130544597	16.599999999999998	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	1683604.0
CURTISS WRIGHT CORP	US130612970	19.55	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	3729038.0
INTERNATIONAL BUSINESS MACHINES CORP	US130871985	16.599999999999998	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	146720566.0
INTERNATIONAL PAPER CO	US130872805	20.91	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	17306328.0
INTERPUBLIC GROUP OF COMPANIES INC	US131024020	19.33	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	9541027.0
S&P GLOBAL INC.	US131026995	16.93	1	New York Stock Exchange (NYSE)	Financial company	MarketCap	29494962.0
NATIONAL FUEL GAS COMPANY	US131086010	21.74	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	4713911.0
NEW YORK TIMES CO	US131102020	14.97	2	New York Stock Exchange (NYSE)	Industrial company	MarketCap	1911733.0
PVH CORPORATION	US131166910	18.7	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	7661552.0
AMERIPRISE FINANCIAL INC	US131380631	18.07	1	New York Stock Exchange (NYSE)	Insurance company	MarketCap	16833381.0
INTERNATIONAL FLAVORS & FRAGRANCES INC	US131432060	19.38	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	10310192.0
OMNICOM GROUP INC	US131514814	16.380000000000006	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	19647652.0
PEPSICO INC	US131584302	16.03	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	147272759.0
GENERAL DYNAMICS CORP	US131673581	15.69	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	43747252.0
COLGATE PALMOLIVE CO	US131815595	19.16	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	63038116.0
PHIBRO ANIMAL HEALTH CORPORATION	US131840497	11.59	2	NASDAQ National Market	Industrial company	MarketCap	358357.0
NUCOR CORP	US131860817	18.69	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	15384567.0
OLIN CORP	US131872319	21.92	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	3753866.0
CSS INDUSTRIES INC	US131920657	11.55	3	New York Stock Exchange (NYSE)	Industrial company	MarketCap	248227.0
SECURITY NATIONAL FINANCIAL CORP	US131950218L	3.03	7	NASDAQ National Market	Financial company	MarketCap	59645.0
FORWARD INDUSTRIES INC	US131950672	5.17	5	NASDAQ National Market	Industrial company	MarketCap	11154.0
CRANE CO.	US131952290	14.19	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	3337849.0
LANCASTER COLONY CORP	US131955943	14.61	2	NASDAQ National Market	Industrial company	MarketCap	3338206.0
VOXX INTERNATIONAL CORPORATION	US131964841	12.24	2	NASDAQ National Market	Industrial company	MarketCap	70516.0
CECO ENVIRONMENTAL CORP.	US132566064	8.72	2	NASDAQ National Market	Industrial company	MarketCap	273774.0
BALCHEM CORP	US132578432	18.79	1	NASDAQ National Market	Industrial company	MarketCap	1890684.0
AMERICAN INTERNATIONAL GROUP INC	US132592361	17.8	1	New York Stock Exchange (NYSE)	Insurance company	MarketCap	65261968.0
ESTERLINE TECHNOLOGIES CORP	US132595091	19.37	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	1972254.0
MOVADO GROUP INC	US132595932	10.62	3	New York Stock Exchange (NYSE)	Industrial company	MarketCap	363974.0
RAYONIER INC.	US132607329	18.44	1	New York Stock Exchange (NYSE)	Financial company	MarketCap	4936116.0
BANK OF NEW YORK MELLON CORP	US132614959	16.07	1	New York Stock Exchange (NYSE)	Bank	MarketCap	45528283.0
LEUCADIA NATIONAL CORP	US132615557	16.21	1	New York Stock Exchange (NYSE)	Insurance company	MarketCap	6511074.0
RALPH LAUREN CORPORATION	US132622036	12.94	2	New York Stock Exchange (NYSE)	Industrial company	MarketCap	5363943.0
UNION PACIFIC CORP	US132626465	15.83	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	69780618.0
TSR INC	US132635899	1.46	8	NASDAQ National Market	Industrial company	MarketCap	7454.0
OVERSEAS SHIPHOLDING GROUP INC	US132637623	0.0	124	NYSE MKT	Industrial company	MarketCap	13765.0
FRANKLIN RESOURCES INC	US132670991	10.78	3	New York Stock Exchange (NYSE)	Bank	MarketCap	21853040.0
DAXOR CORP	US132682108	2.14	3	NYSE MKT	Industrial company	MarketCap	31974.0
EASTGROUP PROPERTIES INC	US132711135	29.58	1	New York Stock Exchange (NYSE)	Financial company	MarketCap	2081649.0
AMERICAN EAGLE OUTFITTERS INC	US132721761	23.53	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	2831003.0
ESCALADE INC	US132739290	5.529999999999999	3	NASDAQ National Market	Industrial company	MarketCap	161380.0
KIMCO REALTY CORP	US132744380	30.42	1	New York Stock Exchange (NYSE)	Financial company	MarketCap	11796333.0
BRT REALTY TRUST	US132755856	4.19	5	New York Stock Exchange (NYSE)	Industrial company	MarketCap	99626.0
KATE SPADE & COMPANY	US132842791	15.87	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	2839863.0
CA, INC.	US132857434	12.93	3	NASDAQ National Market	Industrial company	MarketCap	13365908.0
ENZO BIOCHEM INC	US132866202	5.76	3	New York Stock Exchange (NYSE)	Industrial company	MarketCap	284855.0
AEGION CORP	US133032158	19.75	1	NASDAQ National Market	Industrial company	MarketCap	691622.0
DESTINATION MATERNITY CORPORATION	US133045573	5.9	8	NASDAQ National Market	Industrial company	MarketCap	74341.0
CABLE ONE, INC.	US133060083	13.35	2	New York Stock Exchange (NYSE)	Industrial company	MarketCap	2795841.0
CENTURY ALUMINUM CO	US133070826	10.82	2	NASDAQ National Market	Industrial company	MarketCap	574594.0
TOFUTTI BRANDS INC	US133094658	0.0	104	NYSE MKT	Industrial company	MarketCap	14843.0
LAKELAND INDUSTRIES INC	US133115216	3.26	6	NASDAQ National Market	Industrial company	MarketCap	64209.0
HARRIS & HARRIS GROUP, INC.	US133119827	0.0	103	NASDAQ National Market	Venture capital	MarketCap	53055.0
WAYSIDE TECHNOLOGY GROUP, INC.	US133136104	3.1	10	NASDAQ National Market	Industrial company	MarketCap	82198.0
NAVIGATORS GROUP INC	US133138397	14.63	1	NASDAQ National Market	Insurance company	MarketCap	1316144.0
TRACTOR SUPPLY COMPANY	US133139732	18.19	1	NASDAQ National Market	Industrial company	MarketCap	12909059.0
VALUE LINE INC	US133139843	0.62	5	NASDAQ National Market	Financial company	MarketCap	164578.0
ISRAMCO INC	US133145265	2.67	4	NASDAQ National Market	Industrial company	MarketCap	262801.0
COM/TECH COMMUNICATION TECHNOLOGIES INC	US133146673	0.0	100	NASDAQ National Market	Industrial company	MarketCap	0.0
ONE LIBERTY PROPERTIES INC	US133147497	16.04	1	New York Stock Exchange (NYSE)	Financial company	MarketCap	389790.0
ARK RESTAURANTS CORP	US133156768	2.33	6	NASDAQ National Market	Industrial company	MarketCap	68499.0
HELIOS & MATHESON ANALYTICS INC.	US133169913	0.0	103	NASDAQ National Market	Industrial company	MarketCap	2563.0
CELLDEX THERAPEUTICS, INC.	US133191702	22.17	1	NASDAQ National Market	Industrial company	MarketCap	427451.0
TIFFANY & CO	US133228013	17.240000000000002	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	7881138.0
DREW INDUSTRIES INCORPORATED	US133250533	18.37	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	1891540.0
ALTRIA GROUP, INC.	US133260245	15.91	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	125132931.0
INTER PARFUMS INC	US133275609	10.45	5	NASDAQ National Market	Industrial company	MarketCap	913966.0
HARTFORD FINANCIAL SERVICES GROUP INC	US133317783	21.15	1	New York Stock Exchange (NYSE)	Insurance company	MarketCap	17780997.0
MACY'S INC.	US133324058	17.34	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	10200946.0
RADNET, INC.	US133326724	6.93	5	NASDAQ National Market	Industrial company	MarketCap	248644.0
CELADON GROUP, INC.	US133361050	15.3	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	275421.0
FACTSET RESEARCH SYSTEMS INC	US133362547	16.869999999999994	1	New York Stock Exchange (NYSE)	Financial company	MarketCap	6523231.0
PROGENICS PHARMACEUTICALS INC	US133379479	13.69	2	NASDAQ National Market	Industrial company	MarketCap	342037.0
SCHOLASTIC CORP	US133385513	14.27	2	NASDAQ National Market	Industrial company	MarketCap	1268241.0
LEAR CORP	US133386776	19.74	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	8718677.0
FULL HOUSE RESORTS, INC.	US133391527	2.97	5	NASDAQ National Market	Industrial company	MarketCap	30920.0
BORGWARNER INC	US133404508	18.69	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	7312006.0
COGENTIX MEDICAL, INC.	US133430173	0.46	16	NASDAQ National Market	Industrial company	MarketCap	20762.0
PHILIP MORRIS INTERNATIONAL INC.	US133435103	15.37	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	153854396.0
REGENERON PHARMACEUTICALS INC	US133444607	12.5	3	NASDAQ National Market	Industrial company	MarketCap	40876217.0
IEC ELECTRONICS CORP	US133458955	2.21	7	NYSE MKT	Industrial company	MarketCap	46783.0
INNODATA INC.	US133475943	2.59	6	NASDAQ National Market	Industrial company	MarketCap	58524.0
TIME INC.	US133486363	19.37	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	1567247.0
DENNY'S CORPORATION	US133487402	14.32	1	NASDAQ National Market	Industrial company	MarketCap	842541.0
WISDOMTREE INVESTMENTS, INC.	US133487784	17.1	1	NASDAQ National Market	Financial company	MarketCap	1685602.0
FOOT LOCKER INC.	US133513936	19.09	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	7492001.0
SEACOR HOLDINGS INC.	US133542736	19.58	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	989760.0
MILESTONE SCIENTIFIC INC	US133545623	0.0	115	NYSE MKT	Industrial company	MarketCap	58230.0
MADDEN STEVEN LTD	US133588231	17.22	1	NASDAQ National Market	Industrial company	MarketCap	2098683.0
MANNKIND CORPORATION	US133607736	7.7	4	NASDAQ National Market	Industrial company	MarketCap	416716.0
AMBAC FINANCIAL GROUP INC	US133621676	11.44	1	NASDAQ National Market	Insurance company	MarketCap	741474.0
AETHLON MEDICAL, INC.	US133632859	0.72	10	NASDAQ National Market	Industrial company	MarketCap	38493.0
GULF RESOURCES, INC.	US133637458	0.5	7	NASDAQ National Market	Industrial company	MarketCap	69011.0
HUDSON TECHNOLOGIES INC	US133641539	0.32	28	NASDAQ National Market	Industrial company	MarketCap	112094.0
ALEXION PHARMACEUTICALS INC	US133648318	16.63	1	NASDAQ National Market	Industrial company	MarketCap	33697113.0
REVLON, INC.	US133662955	3.33	4	New York Stock Exchange (NYSE)	Industrial company	MarketCap	1665454.0
WATERS CORP	US133668640	18.89	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	11125407.0
METTLER TOLEDO INTERNATIONAL INC	US133668641	18.9	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	9943950.0
EQUITY RESIDENTIAL	US133675988	28.13000000000001	1	New York Stock Exchange (NYSE)	Financial company	MarketCap	25117307.0
OXIGENE INC	US133679168	3.25	5	NASDAQ National Market	Industrial company	MarketCap	17520.0
BLUEBIRD BIO INC	US133680878	13.62	3	NASDAQ National Market	Industrial company	MarketCap	1631036.0
FORMFACTOR, INC.	US133711155	14.39	1	NASDAQ National Market	Industrial company	MarketCap	437722.0
MEDIFAST, INC.	US133714405	15.69	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	388280.0
EMPIRE RESORTS, INC.	US133714474	0.69	3	NASDAQ National Market	Industrial company	MarketCap	583997.0
LEXINGTON REALTY TRUST	US133717318	26.79000000000001	1	New York Stock Exchange (NYSE)	Financial company	MarketCap	2223296.0
FAIRPOINT COMMUNICATIONS, INC.	US133725229	12.43	2	NASDAQ National Market	Industrial company	MarketCap	367554.0
STEEL PARTNERS HOLDINGS L.P.	US133727655	0.0	115	New York Stock Exchange (NYSE)	Industrial company	MarketCap	378184.0
COGNIZANT TECHNOLOGY SOLUTIONS CORP	US133728359	15.7	1	NASDAQ National Market	Industrial company	MarketCap	37842611.0
LABORATORY CORP OF AMERICA HOLDINGS	US133757370	20.880000000000006	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	13108223.0
HANDY & HARMAN LTD.	US133768097	2.06	5	NASDAQ National Market	Industrial company	MarketCap	307331.0
IHS INC.	US133769440	13.36	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	8270390.0
SYNTHETIC BIOLOGICS, INC.	US133808303	4.15	6	NYSE MKT	Industrial company	MarketCap	192553.0
KRATOS DEFENSE & SECURITY SOLUTIONS, INC.	US133818604	8.86	4	NASDAQ National Market	Industrial company	MarketCap	250615.0
COTY INC.	US133823358	2.4000000000000004	4	New York Stock Exchange (NYSE)	Industrial company	MarketCap	2022669.0
SPANISH BROADCASTING SYSTEM, INC.	US133827791	3.16	5	NASDAQ National Market	Industrial company	MarketCap	14751.0
ACORDA THERAPEUTICS, INC.	US133831168	20.25	1	NASDAQ National Market	Industrial company	MarketCap	1257176.0
SOUTHERN COPPER CORPORATION	US133849074	3.45	3	New York Stock Exchange (NYSE)	Industrial company	MarketCap	20588346.0
LIVEPERSON INC	US133861628	17.91	1	NASDAQ National Market	Industrial company	MarketCap	385933.0
MEDIVATION, INC.	US133863260	15.62	1	NASDAQ National Market	Industrial company	MarketCap	9981200.0
KNOLL, INC.	US133873847	16.04	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	1214267.0
KINGOLD JEWELRY, INC.	US133883101	0.0	104	NASDAQ National Market	Industrial company	MarketCap	104222.0
COMMUNITY HEALTH SYSTEMS INC	US133893191	19.71	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	1487905.0
XO GROUP INC.	US133895178	17.84	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	443853.0
CARVER BANCORP, INC	US133904174	0.0	108	NASDAQ National Market	Bank	MarketCap	12567.0
MONSTER WORLDWIDE INC.	US133906555	20.45	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	241013.0
CARTER'S, INC.	US133912933	16.61	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	5177115.0
B&G FOODS, INC.	US133918742	18.25	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	2692278.0
REIS, INC.	US133926898	5.49	7	NASDAQ National Market	Industrial company	MarketCap	263670.0
SUCAMPO PHARMACEUTICALS, INC.	US133929237	13.340000000000002	3	NASDAQ National Market	Industrial company	MarketCap	568698.0
L-3 COMMUNICATIONS HOLDINGS, INC.	US133937434	18.89	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	10611013.0
WALTER INVESTMENT MANAGEMENT CORP	US133950486	14.71	4	New York Stock Exchange (NYSE)	Financial company	MarketCap	177635.0
YUM! BRANDS, INC.	US133951308	15.61	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	33650532.0
SL GREEN REALTY CORP	US133956775	29.510000000000005	1	New York Stock Exchange (NYSE)	Financial company	MarketCap	10081809.0
CONSOLIDATED EDISON, INC.	US133965100	20.31	1	New York Stock Exchange (NYSE)	Industrial company	MarketCap	21388497.0
MFA FINANCIAL INC	US133974868	12.28	1	New York Stock Exchange (NYSE)	Financial company	MarketCap	2668012.0
